Application Number,Filing Date,Mark Name,Trademark Description,Goods and Services,Applicant Name,Applicant Country,Trademark Image URL,Status,Expiry Date
T0403723Z,2004-03-08,series,,Bath robes; beach clothes; beach shoes; berets; bodices [lingerie]; boots for sports; braces for clothing [suspenders]; brassieres; camisoles; cap peaks; caps [headwear]; clothing; clothing for gymnastics; clothing of imitations of leather; clothing of leather; coats; collar protectors; cuffs; detachable collars; dress shields; dressing gowns; esparto shoes or sandals; football shoes; footwear; furs [clothing]; gabardines [clothing]; garters; gloves [clothing]; gymnastic shoes; hats; headbands [clothing]; headgear for wear; heelpieces for stockings; heels; hoods [clothing]; inner soles; jackets [clothing]; jerseys [clothing]; knitwear [clothing]; lace boots; linen (body-) [garments]; linings (ready-made-) [parts of clothing]; masquerade costumes; miters [hats]; mitres [hats]; money belts [clothing]; outerclothing; overalls; overcoats; pajamas (am.); pants; petticoats; pullovers; pyjamas; ready-made clothing; sandals; saris; sashes for wear; scarfs; scarves; shawls; shirt yokes; shirts; shoes; shoes (heelpieces for-); shoulder wraps; shower caps; singlets; ski boots; skirts; skull caps; slips [undergarments]; socks; sports jerseys; sports shoes; stocking suspenders; stockings; stuff jackets [clothing]; suspenders; tee-shirts; tights; tips for footwear; togas; top hats; topcoats; trouser straps; trousers; underclothing; underpants; underwear (anti-sweat-); uniforms; veils [clothing]; vests; waistcoats; waterproof clothing; wooden shoes; wristbands [clothing].,SERIES BY BANARAMA,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403723Z/6b7ff2f0-6517-4acb-b35f-ec918988c3ae/T0403723Z.jpg,Registered,2024-03-08
T0403724H,2004-03-08,katsura,,Restaurant services provided by hotels; restaurants; restaurants specialising in Japanese cuisine.,CARLTON HOTEL (SINGAPORE) PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403724H/a35045ad-2704-4cda-90da-df19ef6630c4/T0403724H.jpg,Removed,2014-03-08
T0403725F,2004-03-08,,,Restaurant services provided by hotels; restaurants; restaurants specialising in Japanese cuisine.,CARLTON HOTEL (SINGAPORE) PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403725F/ab4cecdd-491d-4928-b713-ee39c039a0d1/T0403725F.jpg,Removed,2014-03-08
T0403726D,2004-03-08,motosync,,"Software for synchronization of telephone emails, contacts and calendar items with computer emails contacts, and calendar items; all included in Class 09.","Motorola Trademark Holdings, LLC",United States of America,https://ipos-storage.data.gov.sg/trademarks/T0403726D/ebffd772-0a2d-414c-945f-6074afe5b30e/T0403726D.jpg,Registered,2024-03-08
T0403727B,2004-03-08,motofolio folio,,Providing access to a web-based repository of software for use with cellular telephones and hand-held communication devices; all included in Class 38.,"MOTOROLA SOLUTIONS, INC.",United States of America,https://ipos-storage.data.gov.sg/trademarks/T0403727B/08f8bc1c-636d-4671-9d9e-35e6a2aa3e3a/T0403727B.jpg,Abandoned ,
T0403728J,2004-03-08,motofolio folio,,Provision of technical information to developers of software for use with cellular telephones and handheld communication devices.,"Motorola Trademark Holdings, LLC",United States of America,https://ipos-storage.data.gov.sg/trademarks/T0403728J/85b23ab8-a1b3-4474-bffa-ad98ddbc5706/T0403728J.jpg,Removed,2014-03-08
T0403729I,2004-03-08,real imaging processor,,Digital still cameras and other electrical communication apparatus and instruments; large-scale integrated circuits for image data processing and other electronic machines and instruments; photographic apparatus and instruments; cinematographic apparatus and instruments; optical apparatus and instruments.,SONY CORPORATION,Japan,https://ipos-storage.data.gov.sg/trademarks/T0403729I/4c90becc-30b1-47ba-938d-7304f93d3db1/T0403729I.jpg,Abandoned ,
T0403730B,2004-03-08,netapp,,"File servers dedicated to perform a single function and dedicated computer hardware and operating software; computer hardware and software for storing, managing, replicating, transferring, securing, retrieving and restoring data and files; computer hardware and software for sharing, updating, partitioning, and accessing common files over a computer network; computer hardware and software for optimizing the accessibility, delivery, backup, security, restoration and replication of data; computer hardware and software for managing, monitoring and securing networks, computer disc drives, electronic data storage systems, databases and other storage devices across computer networks; and downloadable computer software for use in diagnosing, remedying and troubleshooting computer hardware and software problems.","NETAPP, INC.",United States of America,https://ipos-storage.data.gov.sg/trademarks/T0403730B/773e2193-c89b-4b6d-9acd-066155293cd5/T0403730B.jpg,Registered,2024-03-08
T0403731J,2004-03-08,,,"Cellular phone communication, computer aided transmission of messages and images, message sending, transmission of messages and images (computer aided) and providing other telecommunications related services.",APIC SYSTEMS PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403731J/f12b4cf8-a22f-4448-9f72-3e239dacd6a7/T0403731J.jpg,Removed,2014-03-08
T0403732I,2004-03-08,netapp,,"Educational services, namely, arranging and conducting online and instructor-led training courses, lectures, classes, workshops, seminars and conferences in the fields of computers, computer software and hardware, computer storage networks, computer storage devices, data and computer file storage, management, replication, security, retrieval, restoration and distribution, and management, monitoring and security of computer networks, computer disc drives, electronic data storage systems, databases and other storage devices across computer networks; and distribution of course materials in connection therewith; providing educational testing to determine professional skills in the fields of computers, computer software and hardware, computer storage networks, computer storage devices, data and computer file storage, management, replication, security, retrieval, restoration and distribution, and management, monitoring and security of computer networks, computer disc drives, electronic data storage systems, databases and other storage devices across computer networks.","NETAPP, INC.",United States of America,https://ipos-storage.data.gov.sg/trademarks/T0403732I/67e19e1a-aa4b-4a4e-a210-0fbbf50c2183/T0403732I.jpg,Registered,2024-03-08
T0403733G,2004-03-08,nifco,,"Dampers enabling smooth and cushioned eject actions on radio cassette players, compact disc players, floppy disc containers, floppy disc drives, television sets, video tape recorders, video camera, printer, facsimile machines, and office automation equipment; electronically operated latches for lid lock used for television and videotape recorder, electrically operated latches enabling lid and cabinet to open and close, electrically operated latches for lock utilizing magnetic force; leg or foot for installation or fitments or attachment of [mounting apparatus adapted for use with] television base board, CD player, tuner, machines and instruments, adjustable leg or foot for [mounting apparatus adapted for use with] LCD projector, machines and instruments; torque limiters [electric converters] used for copy machine and fax machine; holders for degauss coil, holders for electric cables and wires, electronic circuits of bases of amusement apparatus and instruments; computer software namely animated software.",NIFCO INC.,Japan,https://ipos-storage.data.gov.sg/trademarks/T0403733G/56c255e2-0ae0-4081-a0c0-2e64ef17884d/T0403733G.jpg,Registered,2024-03-08
T0403734E,2004-03-08,netapp,,"Technical support services, namely, diagnosing and troubleshooting for problems with computer hardware, computer software and computer storage networks, consultancy in the field of computer hardware problems, and providing back-up computer programs and facilities.","NETAPP, INC.",United States of America,https://ipos-storage.data.gov.sg/trademarks/T0403734E/e32754e9-e432-4948-a70b-109c9ce0ae7e/T0403734E.jpg,Registered,2024-03-08
T0403735C,2004-03-08,nifco,,"Fasteners, being parts of automobiles; valves for automobiles; chambers for automobiles; dampers for automobiles; rivets, being parts of automobiles; rod holders for automobiles; clips for automobiles; linkage bushing for automobiles; connecters for automobiles; bumper rubbers for automobiles; hole plugs, being parts of automobiles; bushings for automobiles; cup holders, cardholders, caddies and sunglasses holders, all adapted for use in motor vehicles; hooks for automobiles; ashtrays for automobiles; display hinges for car navigation units.",NIFCO INC.,Japan,https://ipos-storage.data.gov.sg/trademarks/T0403735C/aa59a465-5003-4396-a083-e1786a3972d7/T0403735C.jpg,Registered,2024-03-08
T0403736A,2004-03-08,nifco,,Animal skins; hides; trunks and traveling bags; umbrella; parasols and walking sticks; whips; harness and saddlery.,NIFCO INC.,Japan,https://ipos-storage.data.gov.sg/trademarks/T0403736A/ee4a2e0d-c165-4b50-a27e-4d8caf3f33bd/T0403736A.jpg,Registered,2024-03-08
T0403737Z,2004-03-08,motion,,"Computers, computer hardware and computer software, parts and fittings for all the aforesaid goods; computer peripherals; integrated circuits; electronic publications (downloadable); computer hardware and computer software for database management; computer software and publications in electronic form (downloadable) supplied on-line from databases, from facilities provided on a global computer network or the Internet; interactive computer software, apparatus for searching electronic information from a global computer network or the Internet; magnetic and optical data carriers; data storage programs; servers; video editing apparatus; computer animation software; audio-visual computer hardware and software; computer hardware and software for use in video editing; digital video recorders; multimedia computer software.",APPLE INC.,United States of America,https://ipos-storage.data.gov.sg/trademarks/T0403737Z/e080f624-bd9a-4502-a6f3-f9f227b43c3f/T0403737Z.jpg,Abandoned ,
T0403738H,2004-03-08,network appliance,,"File servers dedicated to perform a single function and dedicated computer hardware and operating software; computer hardware and software for storing, managing, replicating, transferring, securing, retrieving and restoring data and files; computer hardware and software for sharing, updating, partitioning, and accessing common files over a computer network; computer hardware and software for optimizing the accessibility, delivery, backup, security, restoration and replication of data; computer hardware and software for managing, monitoring and securing networks, computer disc drives, electronic data storage systems, databases and other storage devices across computer networks; and downloadable computer software for use in diagnosing, remedying and troubleshooting computer hardware and software problems.","NETAPP, INC.",United States of America,https://ipos-storage.data.gov.sg/trademarks/T0403738H/2a909e3e-f2f3-4082-9c66-9defb24f4579/T0403738H.jpg,Removed,2014-03-08
T0403739F,2004-03-08,sms bunny,,"Cellular phone communication, computer aided transmission of messages and images, message sending, transmission of messages and images (computer aided) and providing other telecommunication related services.",APIC SYSTEMS PTE LTD,Singapore,https://ipos-storage.data.gov.sg/trademarks/T0403739F/4d5c8e72-9c7e-4c8f-a97c-47b2df3c1516/T0403739F.jpg,Removed,2014-03-08
